bfsCode;Gemeindename;Kanton_Code;Kanton;Bezirk_Code;Bezirksname;Grossregion_Code;Grossregion_Text;Agglo_2012_Code;Agglo_2012_Text;Agglogrkl_2012_Code;Agglogrkl_2012_Text;raumStadt_2012_Code;raumStadt_2012_Text;Stadt_2012_Code;Stadt_2012_Text;Stadt_Land_2012_Code;Stadt_Land_2012_Text;Gdetypen_9_2012_Code;Gdetypen_9_2012_Text;Gdetypen_25_2012_Code;Gdetypen_25_2012_Text;Arbmarktgrossreg_2018_Code;Arbmarktgrossreg_2018_Text;Arbmarktreg_2018_Code;Arbmarktreg_2018_Text;Sprachgebiet_2016_Code;Sprachgebiet_2016_Text;Berggebiet_2019_Code;Berggebiet_2019_Text;DEGURBA_2011_Code;DEGURBA_2011_Text;GreaterCity_2011_Code;GreaterCity_2011_Text;Funktional_Stadt_2014_Code;Funktional_Stadt_2014_Text;MS_Region_2000_Code;MS_Region_2000_Text;Arbmarktreg_2000_Code;Arbmarktreg_2000_Text;Typ_MS_Reg_Code;Typ_MS_Reg_Text;Europ_Berggebiet_Code;Europ_Berggebiet_Text
4024;Birmenstorf (AG);19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4026;Ennetbaden;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4027;Fislisbach;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4028;Freienwil;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4029;Gebenstorf;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4030;Killwangen;19;AG;1902;Baden;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4031;Künten;19;AG;1902;Baden;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4032;Mägenwil;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4033;Mellingen;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4034;Neuenhof;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4035;Niederrohrdorf;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4037;Oberrohrdorf;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4038;Obersiggenthal;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4039;Remetschwil;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4040;Spreitenbach;19;AG;1902;Baden;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);1;ja (Stadt);1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4041;Stetten (AG);19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4042;Turgi;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4044;Untersiggenthal;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4045;Wettingen;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);1;ja (Stadt);1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4046;Wohlenschwil;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4047;Würenlingen;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4048;Würenlos;19;AG;1902;Baden;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4049;Ehrendingen;19;AG;1902;Baden;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4061;Arni (AG);19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12034;Horgen–Wädenswil;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4062;Berikon;19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4063;Bremgarten (AG);19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4064;Büttikon;19;AG;1903;Bremgarten;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;74;Freiamt;10;Zürich;5;Metropolraum, Kleinagglomeration (MAP);1;Mittelland - Hochrhein
4065;Dottikon;19;AG;1903;Bremgarten;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;74;Freiamt;10;Zürich;5;Metropolraum, Kleinagglomeration (MAP);1;Mittelland - Hochrhein
4066;Eggenwil;19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4067;Fischbach-Göslikon;19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4068;Hägglingen;19;AG;1903;Bremgarten;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;74;Freiamt;10;Zürich;5;Metropolraum, Kleinagglomeration (MAP);1;Mittelland - Hochrhein
4071;Jonen;19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4072;Niederwil (AG);19;AG;1903;Bremgarten;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4073;Oberlunkhofen;19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4074;Oberwil-Lieli;19;AG;1903;Bremgarten;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
